"Column Name","Label"
"DP04_0032PE","Percent!!ROOMS!!Total housing units!!5 rooms"
"DP04_0032PM","Percent Margin of Error!!ROOMS!!Total housing units!!5 rooms"
"DP04_0032PMA","Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!5 rooms"
"DP04_0032PEA","Annotation of Percent!!ROOMS!!Total housing units!!5 rooms"
"DP04_0033PE","Percent!!ROOMS!!Total housing units!!6 rooms"
"DP04_0033PM","Percent Margin of Error!!ROOMS!!Total housing units!!6 rooms"
"DP04_0033PMA","Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!6 rooms"
"DP04_0033PEA","Annotation of Percent!!ROOMS!!Total housing units!!6 rooms"
"DP04_0034PE","Percent!!ROOMS!!Total housing units!!7 rooms"
"DP04_0034PM","Percent Margin of Error!!ROOMS!!Total housing units!!7 rooms"
"DP04_0034PMA","Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!7 rooms"
"DP04_0034PEA","Annotation of Percent!!ROOMS!!Total housing units!!7 rooms"
"DP04_0035PE","Percent!!ROOMS!!Total housing units!!8 rooms"
"DP04_0035PM","Percent Margin of Error!!ROOMS!!Total housing units!!8 rooms"
"DP04_0035PMA","Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!8 rooms"
"DP04_0035PEA","Annotation of Percent!!ROOMS!!Total housing units!!8 rooms"
"DP04_0036PE","Percent!!ROOMS!!Total housing units!!9 rooms or more"
"DP04_0036PM","Percent Margin of Error!!ROOMS!!Total housing units!!9 rooms or more"
"DP04_0036PMA","Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!9 rooms or more"
"DP04_0036PEA","Annotation of Percent!!ROOMS!!Total housing units!!9 rooms or more"
"DP04_0037PE","Percent!!ROOMS!!Total housing units!!Median rooms"
"DP04_0037PM","Percent Margin of Error!!ROOMS!!Total housing units!!Median rooms"
"DP04_0037PMA","Annotation of Percent Margin of Error!!ROOMS!!Total housing units!!Median rooms"
"DP04_0037PEA","Annotation of Percent!!ROOMS!!Total housing units!!Median rooms"
"DP04_0038PE","Percent!!BEDROOMS!!Total housing units"
"DP04_0038PEA","Annotation of Percent!!BEDROOMS!!Total housing units"
"DP04_0038PM","Percent Margin of Error!!BEDROOMS!!Total housing units"
"DP04_0038PMA","Annotation of Percent Margin of Error!!BEDROOMS!!Total housing units"
"DP04_0039PE","Percent!!BEDROOMS!!Total housing units!!No bedroom"
"DP04_0039PM","Percent Margin of Error!!BEDROOMS!!Total housing units!!No bedroom"
"DP04_0039PMA","Annotation of Percent Margin of Error!!BEDROOMS!!Total housing units!!No bedroom"
"DP04_0039PEA","Annotation of Percent!!BEDROOMS!!Total housing units!!No bedroom"
"DP04_0040PE","Percent!!BEDROOMS!!Total housing units!!1 bedroom"
"DP04_0040PM","Percent Margin of Error!!BEDROOMS!!Total housing units!!1 bedroom"
"DP04_0040PMA","Annotation of Percent Margin of Error!!BEDROOMS!!Total housing units!!1 bedroom"
"DP04_0040PEA","Annotation of Percent!!BEDROOMS!!Total housing units!!1 bedroom"
"DP04_0041PE","Percent!!BEDROOMS!!Total housing units!!2 bedrooms"
"DP04_0041PM","Percent Margin of Error!!BEDROOMS!!Total housing units!!2 bedrooms"
"DP04_0041PMA","Annotation of Percent Margin of Error!!BEDROOMS!!Total housing units!!2 bedrooms"
"DP04_0041PEA","Annotation of Percent!!BEDROOMS!!Total housing units!!2 bedrooms"
"DP04_0042PE","Percent!!BEDROOMS!!Total housing units!!3 bedrooms"
"DP04_0042PM","Percent Margin of Error!!BEDROOMS!!Total housing units!!3 bedrooms"
"DP04_0042PMA","Annotation of Percent Margin of Error!!BEDROOMS!!Total housing units!!3 bedrooms"
"DP04_0042PEA","Annotation of Percent!!BEDROOMS!!Total housing units!!3 bedrooms"
"DP04_0043PE","Percent!!BEDROOMS!!Total housing units!!4 bedrooms"
"DP04_0043PM","Percent Margin of Error!!BEDROOMS!!Total housing units!!4 bedrooms"
"DP04_0043PMA","Annotation of Percent Margin of Error!!BEDROOMS!!Total housing units!!4 bedrooms"
"DP04_0043PEA","Annotation of Percent!!BEDROOMS!!Total housing units!!4 bedrooms"
"DP04_0044PE","Percent!!BEDROOMS!!Total housing units!!5 or more bedrooms"
"DP04_0044PM","Percent Margin of Error!!BEDROOMS!!Total housing units!!5 or more bedrooms"
"DP04_0044PMA","Annotation of Percent Margin of Error!!BEDROOMS!!Total housing units!!5 or more bedrooms"
"DP04_0044PEA","Annotation of Percent!!BEDROOMS!!Total housing units!!5 or more bedrooms"
"DP04_0045PE","Percent!!HOUSING TENURE!!Occupied housing units"
"DP04_0045PM","Percent Margin of Error!!HOUSING TENURE!!Occupied housing units"
"DP04_0045PMA","Annotation of Percent Margin of Error!!HOUSING TENURE!!Occupied housing units"
"DP04_0045PEA","Annotation of Percent!!HOUSING TENURE!!Occupied housing units"
"DP04_0046PE","Percent!!HOUSING TENURE!!Occupied housing units!!Owner-occupied"
"DP04_0046PM","Percent Margin of Error!!HOUSING TENURE!!Occupied housing units!!Owner-occupied"
"DP04_0046PMA","Annotation of Percent Margin of Error!!HOUSING TENURE!!Occupied housing units!!Owner-occupied"
"DP04_0046PEA","Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Owner-occupied"
"DP04_0047PE","Percent!!HOUSING TENURE!!Occupied housing units!!Renter-occupied"
"DP04_0047PM","Percent Margin of Error!!HOUSING TENURE!!Occupied housing units!!Renter-occupied"
"DP04_0047PMA","Annotation of Percent Margin of Error!!HOUSING TENURE!!Occupied housing units!!Renter-occupied"
"DP04_0047PEA","Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Renter-occupied"
"DP04_0048PE","Percent!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit"
"DP04_0048PM","Percent Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit"
"DP04_0048PMA","Annotation of Percent Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit"
"DP04_0048PEA","Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Average household size of owner-occupied unit"
"DP04_0049PE","Percent!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit"
"DP04_0049PM","Percent Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit"
"DP04_0049PMA","Annotation of Percent Margin of Error!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit"
"DP04_0049PEA","Annotation of Percent!!HOUSING TENURE!!Occupied housing units!!Average household size of renter-occupied unit"
"DP04_0050PE","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units"
"DP04_0050PM","Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units"
"DP04_0050PMA","Annotation of Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units"
"DP04_0050PEA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units"
"DP04_0051PE","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2019 or later"
"DP04_0051PM","Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2019 or later"
"DP04_0051PMA","Annotation of Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2019 or later"
"DP04_0051PEA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2019 or later"
"DP04_0052PE","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2018"
"DP04_0052PM","Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2018"
"DP04_0052PMA","Annotation of Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2018"
"DP04_0052PEA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2015 to 2018"
"DP04_0053PE","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014"
"DP04_0053PEA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014"
"DP04_0053PM","Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014"
"DP04_0053PMA","Annotation of Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2010 to 2014"
"DP04_0054PE","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009"
"DP04_0054PM","Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009"
"DP04_0054PMA","Annotation of Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009"
"DP04_0054PEA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 2000 to 2009"
"DP04_0055PE","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999"
"DP04_0055PM","Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999"
"DP04_0055PMA","Annotation of Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999"
"DP04_0055PEA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1990 to 1999"
"DP04_0056PE","Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier"
"DP04_0056PM","Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier"
"DP04_0056PMA","Annotation of Percent Margin of Error!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier"
"DP04_0056PEA","Annotation of Percent!!YEAR HOUSEHOLDER MOVED INTO UNIT!!Occupied housing units!!Moved in 1989 and earlier"
"DP04_0057PE","Percent!!VEHICLES AVAILABLE!!Occupied housing units"
"DP04_0057PM","Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units"
"DP04_0057PMA","Annotation of Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units"
"DP04_0057PEA","Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units"
"DP04_0058PE","Percent!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available"
"DP04_0058PM","Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available"
"DP04_0058PMA","Annotation of Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available"
"DP04_0058PEA","Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units!!No vehicles available"
"DP04_0059PE","Percent!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available"
"DP04_0059PM","Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available"
"DP04_0059PMA","Annotation of Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available"
"DP04_0059PEA","Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units!!1 vehicle available"
"DP04_0060PE","Percent!!VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available"
"DP04_0060PM","Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available"
"DP04_0060PMA","Annotation of Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available"
"DP04_0060PEA","Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units!!2 vehicles available"
"DP04_0061PE","Percent!!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available"
"DP04_0061PEA","Annotation of Percent!!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available"
"DP04_0061PM","Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available"
"DP04_0061PMA","Annotation of Percent Margin of Error!!VEHICLES AVAILABLE!!Occupied housing units!!3 or more vehicles available"
"DP04_0062PE","Percent!!HOUSE HEATING FUEL!!Occupied housing units"
"DP04_0062PM","Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units"
"DP04_0062PMA","Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units"
"DP04_0062PEA","Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units"
"DP04_0063PE","Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Utility gas"
"DP04_0063PM","Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Utility gas"
"DP04_0063PMA","Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Utility gas"
"DP04_0063PEA","Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Utility gas"
"DP04_0064PE","Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas"
"DP04_0064PM","Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas"
"DP04_0064PMA","Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas"
"DP04_0064PEA","Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Bottled, tank, or LP gas"
"DP04_0065PE","Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity"
"DP04_0065PM","Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity"
"DP04_0065PMA","Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity"
"DP04_0065PEA","Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Electricity"
"DP04_0066PE","Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc."
"DP04_0066PM","Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc."
"DP04_0066PMA","Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc."
"DP04_0066PEA","Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Fuel oil, kerosene, etc."
"DP04_0067PE","Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke"
"DP04_0067PM","Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke"
"DP04_0067PMA","Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke"
"DP04_0067PEA","Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Coal or coke"
"DP04_0068PE","Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Wood"
"DP04_0068PM","Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Wood"
"DP04_0068PMA","Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Wood"
"DP04_0068PEA","Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Wood"
"DP04_0069PE","Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Solar energy"
"DP04_0069PM","Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Solar energy"
"DP04_0069PMA","Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Solar energy"
"DP04_0069PEA","Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Solar energy"
"DP04_0070PE","Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel"
"DP04_0070PM","Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel"
"DP04_0070PMA","Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel"
"DP04_0070PEA","Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!Other fuel"
"DP04_0071PE","Percent!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"DP04_0071PM","Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"DP04_0071PMA","Annotation of Percent Margin of Error!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"DP04_0071PEA","Annotation of Percent!!HOUSE HEATING FUEL!!Occupied housing units!!No fuel used"
"DP04_0072PE","Percent!!SELECTED CHARACTERISTICS!!Occupied housing units"
"DP04_0072PEA","Annotation of Percent!!SELECTED CHARACTERISTICS!!Occupied housing units"
"DP04_0072PM","Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units"
"DP04_0072PMA","Annotation of Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units"
"DP04_0073PE","Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities"
"DP04_0073PM","Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities"
"DP04_0073PMA","Annotation of Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities"
"DP04_0073PEA","Annotation of Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete plumbing facilities"
"DP04_0074PE","Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities"
"DP04_0074PM","Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities"
"DP04_0074PMA","Annotation of Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities"
"DP04_0074PEA","Annotation of Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!Lacking complete kitchen facilities"
"DP04_0075PE","Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"DP04_0075PM","Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"DP04_0075PMA","Annotation of Percent Margin of Error!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"DP04_0075PEA","Annotation of Percent!!SELECTED CHARACTERISTICS!!Occupied housing units!!No telephone service available"
"DP04_0076PE","Percent!!OCCUPANTS PER ROOM!!Occupied housing units"
"DP04_0076PM","Percent Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units"
"DP04_0076PMA","Annotation of Percent Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units"
"DP04_0076PEA","Annotation of Percent!!OCCUPANTS PER ROOM!!Occupied housing units"
"DP04_0077PE","Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less"
"DP04_0077PM","Percent Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less"
"DP04_0077PMA","Annotation of Percent Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less"
"DP04_0077PEA","Annotation of Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.00 or less"
"DP04_0078PE","Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50"
"DP04_0078PM","Percent Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50"
"DP04_0078PMA","Annotation of Percent Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50"
"DP04_0078PEA","Annotation of Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.01 to 1.50"
"DP04_0079PE","Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more"
"DP04_0079PM","Percent Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more"
"DP04_0079PMA","Annotation of Percent Margin of Error!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more"
"DP04_0079PEA","Annotation of Percent!!OCCUPANTS PER ROOM!!Occupied housing units!!1.51 or more"
"DP04_0080PE","Percent!!VALUE!!Owner-occupied units"
"DP04_0080PM","Percent Margin of Error!!VALUE!!Owner-occupied units"
"DP04_0080PMA","Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units"
"DP04_0080PEA","Annotation of Percent!!VALUE!!Owner-occupied units"
"DP04_0081PE","Percent!!VALUE!!Owner-occupied units!!Less than $50,000"
"DP04_0081PM","Percent Margin of Error!!VALUE!!Owner-occupied units!!Less than $50,000"
"DP04_0081PMA","Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!Less than $50,000"
"DP04_0081PEA","Annotation of Percent!!VALUE!!Owner-occupied units!!Less than $50,000"
"DP04_0082PE","Percent!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
"DP04_0082PM","Percent Margin of Error!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
"DP04_0082PMA","Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
"DP04_0082PEA","Annotation of Percent!!VALUE!!Owner-occupied units!!$50,000 to $99,999"
"DP04_0083PE","Percent!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
"DP04_0083PEA","Annotation of Percent!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
"DP04_0083PM","Percent Margin of Error!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
"DP04_0083PMA","Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!$100,000 to $149,999"
"DP04_0084PE","Percent!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
"DP04_0084PM","Percent Margin of Error!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
"DP04_0084PMA","Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
"DP04_0084PEA","Annotation of Percent!!VALUE!!Owner-occupied units!!$150,000 to $199,999"
"DP04_0085PE","Percent!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
"DP04_0085PM","Percent Margin of Error!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
"DP04_0085PMA","Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
"DP04_0085PEA","Annotation of Percent!!VALUE!!Owner-occupied units!!$200,000 to $299,999"
"DP04_0086PE","Percent!!VALUE!!Owner-occupied units!!$300,000 to $499,999"
"DP04_0086PM","Percent Margin of Error!!VALUE!!Owner-occupied units!!$300,000 to $499,999"
"DP04_0086PMA","Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!$300,000 to $499,999"
"DP04_0086PEA","Annotation of Percent!!VALUE!!Owner-occupied units!!$300,000 to $499,999"
"DP04_0087PE","Percent!!VALUE!!Owner-occupied units!!$500,000 to $999,999"
"DP04_0087PM","Percent Margin of Error!!VALUE!!Owner-occupied units!!$500,000 to $999,999"
"DP04_0087PMA","Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!$500,000 to $999,999"
"DP04_0087PEA","Annotation of Percent!!VALUE!!Owner-occupied units!!$500,000 to $999,999"
"DP04_0088PE","Percent!!VALUE!!Owner-occupied units!!$1,000,000 or more"
"DP04_0088PM","Percent Margin of Error!!VALUE!!Owner-occupied units!!$1,000,000 or more"
"DP04_0088PMA","Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!$1,000,000 or more"
"DP04_0088PEA","Annotation of Percent!!VALUE!!Owner-occupied units!!$1,000,000 or more"
"DP04_0089PE","Percent!!VALUE!!Owner-occupied units!!Median (dollars)"
"DP04_0089PM","Percent Margin of Error!!VALUE!!Owner-occupied units!!Median (dollars)"
"DP04_0089PMA","Annotation of Percent Margin of Error!!VALUE!!Owner-occupied units!!Median (dollars)"
"DP04_0089PEA","Annotation of Percent!!VALUE!!Owner-occupied units!!Median (dollars)"
"DP04_0090PE","Percent!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0090PM","Percent Margin of Error!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0090PMA","Annotation of Percent Margin of Error!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0090PEA","Annotation of Percent!!MORTGAGE STATUS!!Owner-occupied units"
"DP04_0091PE","Percent!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage"
"DP04_0091PM","Percent Margin of Error!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage"
"DP04_0091PMA","Annotation of Percent Margin of Error!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage"
"DP04_0091PEA","Annotation of Percent!!MORTGAGE STATUS!!Owner-occupied units!!Housing units with a mortgage"
"DP04_0092PE","Percent!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage"
"DP04_0092PM","Percent Margin of Error!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage"
"DP04_0092PMA","Annotation of Percent Margin of Error!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage"
"DP04_0092PEA","Annotation of Percent!!MORTGAGE STATUS!!Owner-occupied units!!Housing units without a mortgage"
"DP04_0093PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0093PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0093PMA","Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0093PEA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage"
"DP04_0094PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500"
"DP04_0094PEA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500"
"DP04_0094PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500"
"DP04_0094PMA","Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!Less than $500"
"DP04_0095PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999"
"DP04_0095PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999"
"DP04_0095PMA","Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999"
"DP04_0095PEA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$500 to $999"
"DP04_0096PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
"DP04_0096PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
"DP04_0096PMA","Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
"DP04_0096PEA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,000 to $1,499"
"DP04_0097PE","Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
"DP04_0097PM","Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
"DP04_0097PMA","Annotation of Percent Margin of Error!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
"DP04_0097PEA","Annotation of Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage!!$1,500 to $1,999"
